"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX3291073","Stool sample C3012C9 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600323","","4.24","1","35320","5580560","C3012C9_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291072","Stool sample M2025C17 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600322","","271.47","1","2370830","374591140","M2025C17_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291071","Stool sample E5013C8 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600321","","280.49","1","2430364","383997512","E5013C8_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291070","Stool sample H4009C7 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600319","","35.6","1","302189","47745862","H4009C7_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291069","Stool sample M2008C17 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600320","","353.66","1","3098687","489592546","M2008C17_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291068","Stool sample M2021C10 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600318","","87.86","1","755866","119426828","M2021C10_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291067","Stool sample C3006C6 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600317","","169.56","1","1476056","233216848","C3006C6_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291066","Stool sample C3001C11 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600316","","4.62","1","38259","6044922","C3001C11_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291065","Stool sample C3013C16 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600315","","175.56","1","1529692","241691336","C3013C16_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291064","Stool sample C3031C5 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600314","","54.94","1","460380","72740040","C3031C5_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291063","Stool sample M2047C9 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600313","","84.93","1","750019","118503002","M2047C9_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291062","Stool sample C3017C15 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600312","","201.38","1","1830626","289238908","C3017C15_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291061","Stool sample E5013C16 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600311","","138.03","1","1235513","195211054","E5013C16_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291060","Stool sample H4020C14 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600310","","326.61","1","2866511","452908738","H4020C14_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291059","Stool sample P6018C4 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600309","","105.94","1","903520","142756160","P6018C4_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291058","Stool sample C3028C7 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600308","","6.86","1","61787","9762346","C3028C7_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291057","Stool sample H4014C20 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600307","","41.64","1","372404","58839832","H4014C20_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291056","Stool sample H4020C15 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600306","","0.33","1","2428","383624","H4020C15_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291055","Stool sample H4017C1 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600305","","324.11","1","2901259","458398922","H4017C1_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291054","Stool sample C3006C9 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600304","","1.96","1","16389","2589462","C3006C9_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291053","Stool sample C3012C2 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600303","","300.18","1","2625845","414883510","C3012C2_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291052","Stool sample C3004C10 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600302","","202.83","1","1728861","273160038","C3004C10_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291051","Stool sample H4006C9 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600301","","22.68","1","188630","29803540","H4006C9_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291050","Stool sample H4010C6 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600300","","264.63","1","2287759","361465922","H4010C6_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291049","Stool sample H4014C5 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600352","","285.84","1","2450482","387176156","H4014C5_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291048","Stool sample M2042C5 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600297","","281.79","1","2481178","392026124","M2042C5_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291047","Stool sample H4013C5 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600299","","48.24","1","418547","66130426","H4013C5_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291046","Stool sample C3012C3 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600298","","111.14","1","964680","152419440","C3012C3_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291045","Stool sample P6028C3 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600296","","231.84","1","1992949","314885942","P6028C3_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291044","Stool sample M2072C5 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600295","","70.87","1","652511","103096738","M2072C5_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291043","Stool sample C3010C22 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600294","","233.48","1","2071679","327325282","C3010C22_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291042","Stool sample P6010C13 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600293","","188.07","1","1652250","261055500","P6010C13_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291041","Stool sample H4035C3 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600292","","172.5","1","1496047","236375426","H4035C3_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291040","Stool sample H4028C9 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600291","","499.29","1","4349906","687285148","H4028C9_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291039","Stool sample H4013C22 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600290","","239.58","1","2110162","333405596","H4013C22_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291038","Stool sample H4020C17 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600289","","132.56","1","1164252","183951816","H4020C17_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291037","Stool sample C3021C15 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600288","","224.08","1","2055328","324741824","C3021C15_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291036","Stool sample C3030C9 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600287","","164.3","1","1528928","241570624","C3030C9_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291035","Stool sample C3030C2 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600286","","19.04","1","163964","25906312","C3030C2_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291034","Stool sample C3027C5 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600285","","39.37","1","338395","53466410","C3027C5_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291033","Stool sample E5013C12 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600284","","36.77","1","321933","50865414","E5013C12_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291032","Stool sample H4006C19 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600283","","179.89","1","1550225","244935550","H4006C19_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291031","Stool sample C3008C17 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600282","","239.5","1","2084018","329274844","C3008C17_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291030","Stool sample C3005C20 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600281","","76.99","1","663938","104902204","C3005C20_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291029","Stool sample M2041C12 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600280","","4.61","1","39703","6273074","M2041C12_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291028","Stool sample M2061C3 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600279","","2.47","1","20850","3294300","M2061C3_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291027","Stool sample M2027C19 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600326","","128.16","1","1103414","174339412","M2027C19_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291026","Stool sample M2060C3 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600278","","65.85","1","555837","87822246","M2060C3_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291025","Stool sample C3028C11 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600276","","1.93","1","16597","2622326","C3028C11_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291024","Stool sample H4022C5 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600277","","5.69","1","47429","7493782","H4022C5_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291023","Stool sample H4008C14 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600275","","55.51","1","468223","73979234","H4008C14_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291022","Stool sample C3023C3 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600273","","124.57","1","1049762","165862396","C3023C3_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291021","Stool sample C3015C7 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600274","","265.26","1","2246650","354970700","C3015C7_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291020","Stool sample P6012C2 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600272","","4.93","1","40575","6410850","P6012C2_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291019","Stool sample P6010C3 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600270","","25.8","1","221510","34998580","P6010C3_MVX","WGS","METAGENOMIC","RT-PCR"
"SRX3291018","Stool sample H4020C7 MVX","viral metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2600271","","4.26","1","35093","5544694","H4020C7_MVX","WGS","METAGENOMIC","RT-PCR"
